Bonus #
39
57
52
53
14
45
9
39
36
52
32
23
4
37
20
47
7
8
23
37
8
57
43
36
40
7
26
39
14
47
13
53
56
35
25
22
3
42
23
55
49
39
24
12
34
16
25
27
25
11
23
29
35
51
30
18
3
2
59
28
49
24
14
1
3
20
4
25
34
42
19
50
43
49
20
40
55
18
43
50
54
32
33
56
39
46
7
39
8
8
29
5
45
33
13
51
20
35
24
2
43
10
38
10
56
22
38
50
41
3
3
43
13
36
19
34
27
16
41
6
55
23
14
5
56
35
11
11
36
24
18
53
14
12
2
47
38
8
1
36
26
36
29
48
13
35
57
50
54
59
18
46
33
40
51
2
40
11
42
39
46
5
37
7
2
34
43
26
4
48
51
7
10
37
39
28
50
40
42
3
12
56
33
51
8
33
38
24
14
49
53
52
24
46
53
40
20
25
55
41
59
5
44
49
32
17
13
41
14
3
39
1
54
55
52
2
37
3
59
23
35
36
21
38
28
50
37
31
41
44
26
31
51
26
16
29
39
2
43
59
19
27
21
56
45
45
51
45
4
32
25
42
42
55
23
2
35
14
42
26
5
1
42
4
52
51
42
16
10
42
9
42
6
44
22
53
11
19
44
29
15
3
44
23
24
57
1
40
9
20
4
40
44
17
4
23
15
33
26
35
45
23
36
29
35
32
1
3
30
10
59
14
42
44
11
57
52
42
5
4
10
45
20
40
32
12
47
44
35
57
2
55
27
51
16
8
56
27
40
3
32
4
8
8
23
56
39
17
57
44
8
9
14
59
9
48
9
23
47
26
4
49
21
15
27
34
40
4
47
52
39
15
50
15
42
28
7
9
45
42
58
23
22
56
58
52
2
50
17
15
57
25
33
57
46
27
47
57
30
30
28
21
33
37
31
21
59
59
11
18
1
44
56
33
57
41
42
13
53
26
45
30
30
26
36
44
22
38
17
43
44
9
41
24
52
35
52
30
21
8
36
35
48
59
21
47
53
50
24
11
43
14
26
11
16
47
55
35
54
45
7
6
58
39
1
32
5
53
18
35
53
47
39
52
14
43
14
58
15
5
36
28
52
33
3
16
36
36
32
18
46
22
3
40
23
17
12
26
27
26
26
52
41
40
11
7
53
20
25
53
57
37
3
55
24
38
16
3
16
33
22
17
11
38
31
3
10
52
15
1
1
51
11
51
9
39
8
30
24
50
39
7
55
6
53
9
10
10
6
55
39
51
33
12
12
50
51
49
11
5
31
22
17
26
48
16
49
29
41
59
23
54
30
54
36
32
53
51
10
24
18
34
45
30
15
52
4
36
36
30
39
17
37
39
9
51
17
56
42
32
32
3
45
11
6
1
1
9
12
48
21
42
58
45
52
30
57
47
10
51
13
51
51
58
17
32
57
46
57
32
14
27
49
34
39
52
46
33
4
36
4
35
53
45
44
55
43
57
45
20
43
38
18
27
57
14
30
14
31
9
48
56
48
42
15
56
49
10
28
36
5
18
19
26
4
57
35
7
51
13
9
9
14
59
3
33
18
3
35
13
27
14
12
54
7
14
20
54
21
10
49
53
9
58
31
28
47
12
23
10
17
59
1
39
15
20
11
52
15
28
2
23
10
6
31
45
18
21
34
58
49
53
54
37
41
51
1
29
19
46
18
46
12
40
56
48
42
32
25
17
57
1
32
58
13
10
5
14
25
37
1
37
45
2
58
20
55
53
7
25
46
44
54
51
28
25
3
30
8
12
47
54
56
11
26
56
56
3
46
52
58
48
5
13
50
19
24
32
36
13
25
31
30
21
45
39
48
54
20
21
48
26
30
20
3
2
56
50
25
51
4
59
18
57
31
14
35
7
16
48
45
25
14
8
30
17
36
32
10
47
37
1
28
10
1
26
45
15
15
41
47
45
38
35
14
37
49
26
3
48
47
15
16
47
27
48
51
52
28
5
6
53
37
52
35
35
51
28
1
18
43
37
39
1
27
43
15
27
19
50
7
26
18
38
30
31
39
48
27
43
25
13
39
43
21
27
14
16
47
19
46
6
40
24
51
46
23
31
21
39
25
7
47
27
11
52
1
20
30
7
27
6
26
55
47
19
21
35
44
36
14
28
43
11
42
37
8
33
50
52
58
59
11
52
58
17
50
23
17
46
22
23
51
45
45
39
22
25
31
25
17
57
13
20
34
27
41
15
9
23
26
29
16
23
24
15
26
1
39
51
26
49
51
52
47
43
16
10
23
42
25
55
50
28
29
33
26
58
32
29
29
24
12
14
6
9
6
13
43
44
47
5
59
55
56
4
42
40
13
46
20
27
43
59
30
37
5
8
52
9
50
56
57
28
42
30
22
3
4
58
38
16
45
36
37
20
19
15
49
23
16
56
19
9
30
7
42
13
6
59
30
19
27
41
1
47
30
34
17
39
20
12
22
17
43
41
49
49
10
6
29
21
20
59
47
47
11
23
51
1
8
45
37
3
56
29
57
35
20
34
21
27
15
31
9
45
3
15
44
22
15
4
56
43
29
16
42
57
13
13
22
59
23
25
21
4
51
17
3
18
38
52
42
5
43
53
40
49
8
7
26
34
38
22
17
53
12
56
39
27
25
26
3
32
34
29
30
2
35
50
37
5
30
30
51
48
39
51
13
7
32
49
8
3
3
14
26
37
59
48
49
41
5
6
3
27
4
49
31
14
33
28
9
9
26
51
14
42
24
40
8
36
36
36
53
13
11
16
21
28
40
6
50
24
29
22
36
54
5
11
58
29
42
14
49
49
59
36
5
21
28
10
56
59
47
57
44
15
35
12
12
21
48
50
21
48
51
46
10
33
26
4
36
47
14
51
6
19
12
20
48
39
43
59
17
3
45
26
19
56
50
18
6
34
46
45
4
1
28
14
20
46
56
44
35
50
51
33
30
17
43
27
51
14
55
4
15
56
27
26
47
21
22
25
24
31
8
20
14
38
41
53
9
59
14
51
12
54
54
15
3
29
37
58
26
54
13
33
14
51
39
50
38
22
58
48
50
59
5
15
19
49
23
25
32
35
23
40
52
57
37
14
23
22
7
12
37
30
51
38
22
25
20
10
14
14
42
1
21
32
17
8
1
39
54
19
28
33
28
43
32
56
40
53
29
54
1
58
7
43
34
48
18
57
26
16
55
51
1
4
31
27
48
2
46
1
40
22
26
3
56
44
39
20
25
22
48
7
38
18
14
24
30
25
3
49
16
49
29
7
29
2
33
3
41
13
26
27
12
8
27
42
3
20
24
37
30
36
2
53
7
31
7
25
27
13
26
18
26
21
52
37
46
31
31
51
53
25
19
17
22
56
9
33
32
18
18
6
59
5
53
55
45
6
15
48
11
56
18
53
30
7
3
44
51
58
40
5
42
37
21
15
19
32
2
50
2
38
36
29
13
1
9
47
37
1
46
46
8
51
23
12
17
29
51
25
35
56
18
51
11
49
20
15
36
37
2
43
43
3
53
31
22
39
57
33
43
24
57
2
18
44
38
32
29
43
49
41
1
22
52
44
43
8
33
46
9
48
16
46
40
32
44
4
10
50
26
50
41
20
15
37
9
39
49
18
29
52
5
19
31
46
26
50
19
28
28
17
57
11
47
47
46
5
11
59
15
54
59
32
46
19
51
15
55
56
30
42
31
57
12
20
3
11
36
29
53
38
45
25
3
17
10
22
38
4
55
36
16
50
3
35
25
16
54
18
38
17
20
45
58
3
51
8
48
56
56
19
37
42
5
51
14
34
55
34
59
34
46
38
40
58
1
27
7
49
51
57
46
57
10
54
58
6
3
38
40
41
34
1
32
6
27
13
1
18
22
21
17
58
36
52
53
34
14
42
17
35
29
34
57
46
21
24
14
46
49
47
4
8
36
7
37
42
40
16
51
38
20
2
35
11
45
58
31
10
11
46
15
29
36
16
42
6
42
4
17
16
49
42
22
57
22
37
59
33
29
22
40
14
52
16
48
24
32
26
58
31
52
23
56
8
28
14
33
25
12
9
14
6
10
51
28
33
3
17
46
13
20
34
16
10
44
27
19
4
59
13
13
37
7
34
56
41
44
22
20
7
9
20
52
24
53
21
24
57
22
39
45
27
12
9
5
50
34
28
33
1
13
11
13
41
16
33
52
21
16
52
29
45
57
58
52
38
55
12
51
25
42
9
6
6
31
52
35
33
16
26
23
21
44
42
3
25
50
10
15
26
52
10
32
45
9
26
24
7
59
35
20
24
6
26
52
21
3
39
1
58
54
22
37
39
39
59
39
29
30
16
46
46
5
17
45
33
42
57
25
27
32
36
5
15
32
15
33
24
21
6
36
50
15
37
25
5
20
52
54
47
21
2
59
17
26
49
30
3
43
49
27
8
43
29
36
17
25
37
7
18
27
25
25
56
46
37
52
15
46
39
29
53
42
58
39
7
7
46
20
22
34
23
8
25
52
57
8
30
22
42
37
8
6
48
30
38
34
59
11
19
36
13
44
17
46
6
31
47
50
48
53
25
18
34
16
46
10
12
29
35
20
47
54
51
48
26
38
7
40
37
47
49
43
5
52
47
27
45
5
45
3
22
25
53
43
17
16
1
48
6
19
14
12
35
50
1
33
4
25
41
12
46
18
2
27
22
36
32
7
54
44
47
23
15
35
3
32
52
20
9
56
10
51
59
10
28
13
49
1
46
24
42
9
9
22
33
10
9
39
39
15
41
22
57
40
21
58
46
21
57
38
56
40
27
59
20
48
15
22
26
9
23
44
59
39
13
20
5
58
3
13
42
9
40
3
58
14
31
44
56
7
6
57
45
16
50
30
11
45
31
8
22
31
38
10
19
17
7
35
47
12
32
9
8
53
52
34
6
54
45
42
24
48
57
50
58
14
21
20
30
4
33
7
46
36
56
13
38
53
27
17
17
40
22
19
24
48
9
44
20
49
1
24
32
5
47
30
44
12
35
55
34
50
11
35
8
19
28
3
5
53
27
50
4
26
25
23
32
56
45
3
28
11
39
16
24
59
50
46
5
27
18
24
26
2
42
58
33
2
53
6
31
52
16
49
6
56
26
29
10
24
55
45
23
6
16
38
49
25
2
12
12
43
19
31
5
50
2
19
23
40
29
49
39
41
57
38
14
34
57
9
38
4
47
9
45
40
23
1
26
22
31
4
40
54
5
4
55
46
8
54
19
14
22
20
7
41
19
53
32
9
2
54
35
45
46
25
48
33
13
54
1
3
8
31
7
15
22
11
54
36
10
50
26
51
17
28
7
42
48
33
5
46
11
13
8
37
9
29
21
59
49
27
27
3
53
30
9
26
14
56
32
26
31
16
38
40
17
26
6
25
51
6
1
38
39
30
57
30
44
10
56
50
57
19
6
19
31
8
22
46
24
